id,mo,day,yr,time,rookery,rkname,island,sex,wgt,tagmark,tagno,sheared,tagged,handled,plen
36664,8,26,1997,,3,REE,1,F,11.4,U,,N,N,N,76
36665,8,26,1997,,3,REE,1,F,10,U,,N,N,N,80
36666,8,26,1997,,3,REE,1,M,12,U,,N,N,N,80
36667,8,26,1997,,3,REE,1,F,8,U,,N,N,N,79
36668,8,26,1997,,3,REE,1,F,11,U,,N,N,N,76
36669,8,26,1997,,3,REE,1,M,13,U,,N,N,N,84
36670,8,26,1997,,3,REE,1,F,8,U,,N,N,N,74
36671,8,26,1997,,3,REE,1,M,11.2,U,,N,N,N,77
36672,8,26,1997,,3,REE,1,F,7.8,U,,N,N,N,78
36673,8,26,1997,,3,REE,1,F,8,U,,N,N,N,71
36674,8,26,1997,,3,REE,1,F,8.6,U,,N,N,N,78
36675,8,26,1997,,3,REE,1,F,11.8,U,,N,N,N,80
36676,8,26,1997,,3,REE,1,F,7,U,,N,N,N,72
36677,8,26,1997,,3,REE,1,F,8.6,U,,N,N,N,73
36678,8,26,1997,,3,REE,1,F,9.2,U,,N,N,N,78
36679,8,26,1997,,3,REE,1,M,11.6,U,,N,N,N,83
36680,8,26,1997,,3,REE,1,F,9.2,U,,N,N,N,72
36681,8,26,1997,,3,REE,1,M,11.2,U,,N,N,N,73
36682,8,26,1997,,3,REE,1,M,9.8,U,,N,N,N,80
36683,8,26,1997,,3,REE,1,F,8.2,U,,N,N,N,70
36684,8,26,1997,,3,REE,1,F,8.8,U,,N,N,N,78
36685,8,26,1997,,3,REE,1,M,9.4,U,,N,N,N,70
36686,8,26,1997,,3,REE,1,F,9.2,U,,N,N,N,80
36687,8,26,1997,,3,REE,1,F,8.6,U,,N,N,N,78
36688,8,26,1997,,3,REE,1,M,9.2,U,,N,N,N,77
36689,8,26,1997,,3,REE,1,M,9.8,U,,N,N,N,79
36690,8,26,1997,,3,REE,1,F,8.4,U,,N,N,N,76
36691,8,26,1997,,3,REE,1,F,9.8,U,,N,N,N,70
36692,8,26,1997,,3,REE,1,F,9.4,U,,N,N,N,76
36693,8,26,1997,,3,REE,1,F,9.8,U,,N,N,N,80
36694,8,26,1997,,3,REE,1,F,11,U,,N,N,N,78
36695,8,26,1997,,3,REE,1,F,8.4,U,,N,N,N,78
36696,8,26,1997,,3,REE,1,M,11,U,,N,N,N,78
36697,8,26,1997,,3,REE,1,M,8.6,U,,N,N,N,79
36698,8,26,1997,,3,REE,1,M,9.8,U,,N,N,N,80
36699,8,26,1997,,3,REE,1,F,8.6,U,,N,N,N,76
36700,8,26,1997,,3,REE,1,M,10,U,,N,N,N,78
36701,8,26,1997,,3,REE,1,F,10.2,U,,N,N,N,77
36702,8,26,1997,,3,REE,1,M,10.4,U,,N,N,N,78
36703,8,26,1997,,3,REE,1,M,9.8,U,,N,N,N,79
36704,8,26,1997,,3,REE,1,F,9,U,,N,N,N,76
36705,8,26,1997,,3,REE,1,M,9.4,U,,N,N,N,80
36706,8,26,1997,,3,REE,1,M,8.8,U,,N,N,N,75
36707,8,26,1997,,3,REE,1,F,9.8,U,,N,N,N,82
36708,8,26,1997,,3,REE,1,M,8.8,U,,N,N,N,75
36709,8,26,1997,,3,REE,1,F,9.2,U,,N,N,N,80
36710,8,26,1997,,3,REE,1,M,11,U,,N,N,N,80
36711,8,26,1997,,3,REE,1,F,9,U,,N,N,N,79
36712,8,26,1997,,3,REE,1,F,9.6,U,,N,N,N,75
36713,8,26,1997,,3,REE,1,M,10.2,U,,N,N,N,78
36714,8,26,1997,,3,REE,1,F,10.4,U,,N,N,N,80
36715,8,26,1997,,3,REE,1,F,10,U,,N,N,N,82
36716,8,26,1997,,3,REE,1,M,10.4,U,,N,N,N,76
36717,8,25,1997,,24,ECL,2,M,11.8,U,,N,N,N,85
36718,8,25,1997,,24,ECL,2,F,8.2,U,,N,N,N,76
36719,8,25,1997,,24,ECL,2,M,13,U,,N,N,N,86
36720,8,25,1997,,24,ECL,2,M,5.6,U,,N,N,N,72
36721,8,25,1997,,24,ECL,2,F,11.2,U,,N,N,N,84
36722,8,25,1997,,24,ECL,2,F,7.6,U,,N,N,N,76
36723,8,25,1997,,24,ECL,2,F,5.4,U,,N,N,N,69
36724,8,25,1997,,24,ECL,2,F,8.4,U,,N,N,N,78
36725,8,25,1997,,24,ECL,2,M,13,U,,N,N,N,90
36726,8,25,1997,,24,ECL,2,M,10.2,U,,N,N,N,86
36727,8,25,1997,,24,ECL,2,F,8,U,,N,N,N,77
36728,8,25,1997,,24,ECL,2,M,9.2,U,,N,N,N,79
36729,8,25,1997,,24,ECL,2,M,11.6,U,,N,N,N,88
36730,8,25,1997,,24,ECL,2,F,10,U,,N,N,N,80
36731,8,25,1997,,24,ECL,2,M,3.8,U,,N,N,N,62
36732,8,25,1997,,24,ECL,2,M,11,U,,N,N,N,88
36733,8,25,1997,,24,ECL,2,F,11.4,U,,N,N,N,86
36734,8,25,1997,,24,ECL,2,M,10.2,U,,N,N,N,86
36735,8,25,1997,,24,ECL,2,F,9.8,U,,N,N,N,81
36736,8,25,1997,,24,ECL,2,F,6.6,U,,N,N,N,71
36737,8,25,1997,,24,ECL,2,F,10.8,U,,N,N,N,83
36738,8,25,1997,,24,ECL,2,F,7.2,U,,N,N,N,79
36739,8,25,1997,,24,ECL,2,M,7.8,U,,N,N,N,78
36740,8,25,1997,,24,ECL,2,M,10.6,U,,N,N,N,88
36741,8,25,1997,,24,ECL,2,M,10.6,U,,N,N,N,86
36742,8,25,1997,,24,ECL,2,F,6.4,U,,N,N,N,74
36743,8,25,1997,,24,ECL,2,F,8.4,U,,N,N,N,80
36744,8,25,1997,,24,ECL,2,M,8.2,U,,N,N,N,78
36745,8,25,1997,,24,ECL,2,F,9.6,U,,N,N,N,82
36746,8,25,1997,,24,ECL,2,F,9,U,,N,N,N,84
36747,8,25,1997,,24,ECL,2,M,9.6,U,,N,N,N,83
36748,8,25,1997,,24,ECL,2,F,10.2,U,,N,N,N,85
36749,8,25,1997,,24,ECL,2,M,11.6,U,,N,N,N,88
36750,8,25,1997,,24,ECL,2,M,11.2,U,,N,N,N,85
36751,8,25,1997,,24,ECL,2,M,10,U,,N,N,N,84
36752,8,25,1997,,24,ECL,2,M,9.4,U,,N,N,N,82
36753,8,25,1997,,24,ECL,2,M,9.8,U,,N,N,N,86
36754,8,25,1997,,24,ECL,2,F,10,U,,N,N,N,81
36755,8,25,1997,,24,ECL,2,M,10.8,U,,N,N,N,87
36756,8,25,1997,,24,ECL,2,M,8.8,U,,N,N,N,81
36757,8,25,1997,,24,ECL,2,M,10.2,U,,N,N,N,88
36758,8,25,1997,,24,ECL,2,M,5.8,U,,N,N,N,75
36759,8,25,1997,,24,ECL,2,M,12,U,,N,N,N,85
36760,8,25,1997,,24,ECL,2,F,9.6,U,,N,N,N,81
36761,8,25,1997,,24,ECL,2,M,9,U,,N,N,N,82
36762,8,25,1997,,24,ECL,2,M,9.8,U,,N,N,N,83
36763,8,25,1997,,24,ECL,2,M,10.2,U,,N,N,N,83
36764,8,25,1997,,24,ECL,2,F,7.4,U,,N,N,N,78
36765,8,25,1997,,24,ECL,2,F,5.8,U,,N,N,N,70
36766,8,25,1997,,24,ECL,2,F,10.4,U,,N,N,N,81
36767,8,25,1997,,24,ECL,2,M,10.2,U,,N,N,N,83
36768,8,25,1997,,24,ECL,2,M,9,U,,N,N,N,79
36769,8,25,1997,,24,ECL,2,F,6,U,,N,N,N,78
36770,8,25,1997,,24,ECL,2,M,9.4,U,,N,N,N,85
36771,8,25,1997,,24,ECL,2,M,7.2,U,,N,N,N,71
36772,8,25,1997,,24,ECL,2,F,9,U,,N,N,N,84
36773,8,25,1997,,24,ECL,2,F,9.8,U,,N,N,N,78
36774,8,25,1997,,24,ECL,2,F,8.2,U,,N,N,N,77
36775,8,25,1997,,24,ECL,2,M,10.2,U,,N,N,N,86
36776,8,25,1997,,24,ECL,2,F,8,U,,N,N,N,77
36777,8,25,1997,,24,ECL,2,F,9,U,,N,N,N,80
36778,8,25,1997,,24,ECL,2,F,8.2,U,,N,N,N,81
36779,8,25,1997,,24,ECL,2,F,9.6,U,,N,N,N,81
36780,8,25,1997,,24,ECL,2,M,-9,U,,N,N,N,81
36781,8,25,1997,,24,ECL,2,F,7.8,U,,N,N,N,78
36782,8,25,1997,,24,ECL,2,F,7.2,U,,N,N,N,77
36783,8,25,1997,,24,ECL,2,M,11.2,U,,N,N,N,85
36784,8,25,1997,,24,ECL,2,M,8,U,,N,N,N,81
36785,8,25,1997,,24,ECL,2,M,9,U,,N,N,N,79
36786,8,25,1997,,24,ECL,2,F,8.8,U,,N,N,N,77
36787,8,25,1997,,24,ECL,2,F,7.2,U,,N,N,N,77
36788,8,25,1997,,24,ECL,2,F,9,U,,N,N,N,81
36789,8,25,1997,,24,ECL,2,F,6.2,U,,N,N,N,71
36790,8,25,1997,,24,ECL,2,M,9.4,U,,N,N,N,80
36791,8,25,1997,,24,ECL,2,F,10,U,,N,N,N,77
36792,8,25,1997,,24,ECL,2,M,8,U,,N,N,N,80
36793,8,25,1997,,24,ECL,2,M,9.4,U,,N,N,N,79
36794,8,25,1997,,24,ECL,2,F,9.4,U,,N,N,N,81
36795,8,25,1997,,24,ECL,2,M,8.4,U,,N,N,N,76
36796,8,25,1997,,24,ECL,2,F,8,U,,N,N,N,76
36797,8,25,1997,,24,ECL,2,F,7.6,U,,N,N,N,82
36798,8,25,1997,,24,ECL,2,F,5.8,U,,N,N,N,72
36799,8,25,1997,,24,ECL,2,M,11,U,,N,N,N,87
36800,8,25,1997,,24,ECL,2,F,9,U,,N,N,N,76
36801,8,25,1997,,24,ECL,2,M,10.4,U,,N,N,N,82
36802,8,25,1997,,24,ECL,2,F,9.4,U,,N,N,N,78
36803,8,25,1997,,24,ECL,2,M,12.8,U,,N,N,N,85
36804,8,25,1997,,24,ECL,2,F,7.4,U,,N,N,N,74
36805,8,25,1997,,24,ECL,2,F,9,U,,N,N,N,82
36806,8,25,1997,,24,ECL,2,M,9,U,,N,N,N,85
36807,8,25,1997,,24,ECL,2,F,8,U,,N,N,N,77
36808,8,25,1997,,24,ECL,2,M,8.8,U,,N,N,N,78
36809,8,25,1997,,24,ECL,2,M,6,U,,N,N,N,70
36810,8,25,1997,,24,ECL,2,F,6.6,U,,N,N,N,73
36811,8,25,1997,,24,ECL,2,F,8.4,U,,N,N,N,78
36812,8,25,1997,,24,ECL,2,M,11.4,U,,N,N,N,86
36813,8,25,1997,,24,ECL,2,F,8.4,U,,N,N,N,77
36814,8,25,1997,,24,ECL,2,F,8.8,U,,N,N,N,83
36815,8,25,1997,,24,ECL,2,F,8.2,U,,N,N,N,77
36816,8,25,1997,,24,ECL,2,F,5.4,U,,N,N,N,73
36817,8,25,1997,,24,ECL,2,M,9.8,U,,N,N,N,81
36818,8,25,1997,,24,ECL,2,F,9.4,U,,N,N,N,80
36819,8,25,1997,,24,ECL,2,M,10,U,,N,N,N,84
36820,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,82
36821,8,25,1997,,23,ERE,2,M,11.4,U,,N,N,N,86
36822,8,25,1997,,23,ERE,2,M,10.6,U,,N,N,N,88
36823,8,25,1997,,23,ERE,2,M,13.2,U,,N,N,N,85
36824,8,25,1997,,23,ERE,2,F,8.4,U,,N,N,N,79
36825,8,25,1997,,23,ERE,2,M,11.4,U,,N,N,N,86
36826,8,25,1997,,23,ERE,2,F,7.2,U,,N,N,N,78
36827,8,25,1997,,23,ERE,2,M,6.6,U,,N,N,N,77
36828,8,25,1997,,23,ERE,2,M,12.8,U,,N,N,N,89
36829,8,25,1997,,23,ERE,2,M,8.4,U,,N,N,N,77
36830,8,25,1997,,23,ERE,2,F,10,U,,N,N,N,84
36831,8,25,1997,,23,ERE,2,F,8.4,U,,N,N,N,78
36832,8,25,1997,,23,ERE,2,M,10.2,U,,N,N,N,82
36833,8,25,1997,,23,ERE,2,F,8.8,U,,N,N,N,78
36834,8,25,1997,,23,ERE,2,M,9.4,U,,N,N,N,79
36835,8,25,1997,,23,ERE,2,F,7,U,,N,N,N,74
36836,8,25,1997,,23,ERE,2,F,7.8,U,,N,N,N,76
36837,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,81
36838,8,25,1997,,23,ERE,2,M,9.8,U,,N,N,N,82
36839,8,25,1997,,23,ERE,2,F,9.8,U,,N,N,N,80
36840,8,25,1997,,23,ERE,2,M,10.2,U,,N,N,N,79
36841,8,25,1997,,23,ERE,2,M,9.4,U,,N,N,N,83
36842,8,25,1997,,23,ERE,2,M,10.4,U,,N,N,N,83
36843,8,25,1997,,23,ERE,2,M,14.4,U,,N,N,N,87
36844,8,25,1997,,23,ERE,2,M,8,U,,N,N,N,78
36845,8,25,1997,,23,ERE,2,F,7.8,U,,N,N,N,77
36846,8,25,1997,,23,ERE,2,F,7.4,U,,N,N,N,76
36847,8,25,1997,,23,ERE,2,F,8.6,U,,N,N,N,75
36848,8,25,1997,,23,ERE,2,M,10.4,U,,N,N,N,82
36849,8,25,1997,,23,ERE,2,F,5.8,U,,N,N,N,75
36850,8,25,1997,,23,ERE,2,F,9.2,U,,N,N,N,80
36851,8,25,1997,,23,ERE,2,M,11.2,U,,N,N,N,81
36852,8,25,1997,,23,ERE,2,F,10.2,U,,N,N,N,86
36853,8,25,1997,,23,ERE,2,F,8.4,U,,N,N,N,78
36854,8,25,1997,,23,ERE,2,M,10.8,U,,N,N,N,83
36855,8,25,1997,,23,ERE,2,M,12,U,,N,N,N,83
36856,8,25,1997,,23,ERE,2,M,9,U,,N,N,N,79
36857,8,25,1997,,23,ERE,2,F,7.6,U,,N,N,N,74
36858,8,25,1997,,23,ERE,2,F,8.4,U,,N,N,N,78
36859,8,25,1997,,23,ERE,2,M,9.6,U,,N,N,N,82
36860,8,25,1997,,23,ERE,2,M,8.8,U,,N,N,N,75
36861,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,81
36862,8,25,1997,,23,ERE,2,M,9.8,U,,N,N,N,82
36863,8,25,1997,,23,ERE,2,M,10,U,,N,N,N,81
36864,8,25,1997,,23,ERE,2,F,7.4,U,,N,N,N,75
36865,8,25,1997,,23,ERE,2,M,10,U,,N,N,N,80
36866,8,25,1997,,23,ERE,2,F,8.2,U,,N,N,N,83
36867,8,25,1997,,23,ERE,2,M,7.8,U,,N,N,N,78
36868,8,25,1997,,23,ERE,2,M,12,U,,N,N,N,83
36869,8,25,1997,,23,ERE,2,F,7.4,U,,N,N,N,78
36870,8,25,1997,,23,ERE,2,M,9.8,U,,N,N,N,80
36871,8,25,1997,,23,ERE,2,F,7,U,,N,N,N,74
36872,8,25,1997,,23,ERE,2,F,11.4,U,,N,N,N,85
36873,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,80
36874,8,25,1997,,23,ERE,2,F,9.8,U,,N,N,N,82
36875,8,25,1997,,23,ERE,2,F,8.6,U,,N,N,N,79
36876,8,25,1997,,23,ERE,2,M,11,U,,N,N,N,82
36877,8,25,1997,,23,ERE,2,F,9.6,U,,N,N,N,79
36878,8,25,1997,,23,ERE,2,F,11,U,,N,N,N,81
36879,8,25,1997,,23,ERE,2,M,9.2,U,,N,N,N,81
36880,8,25,1997,,23,ERE,2,M,10,U,,N,N,N,83
36881,8,25,1997,,23,ERE,2,M,11.2,U,,N,N,N,87
36882,8,25,1997,,23,ERE,2,F,8.2,U,,N,N,N,81
36883,8,25,1997,,23,ERE,2,M,10.8,U,,N,N,N,86
36884,8,25,1997,,23,ERE,2,M,11.6,U,,N,N,N,85
36885,8,25,1997,,23,ERE,2,M,10,U,,N,N,N,84
36886,8,25,1997,,23,ERE,2,M,12.6,U,,N,N,N,86
36887,8,25,1997,,23,ERE,2,M,8,U,,N,N,N,79
36888,8,25,1997,,23,ERE,2,F,9.2,U,,N,N,N,82
36889,8,25,1997,,23,ERE,2,M,12.6,U,,N,N,N,87
36890,8,25,1997,,23,ERE,2,M,7.4,U,,N,N,N,77
36891,8,25,1997,,23,ERE,2,F,6.2,U,,N,N,N,70
36892,8,25,1997,,23,ERE,2,F,9.2,U,,N,N,N,80
36893,8,25,1997,,23,ERE,2,F,8.6,U,,N,N,N,81
36894,8,25,1997,,23,ERE,2,M,10.4,U,,N,N,N,81
36895,8,25,1997,,23,ERE,2,M,11.8,U,,N,N,N,91
36896,8,25,1997,,23,ERE,2,F,9.2,U,,N,N,N,84
36897,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,85
36898,8,25,1997,,23,ERE,2,M,9,U,,N,N,N,82
36899,8,25,1997,,23,ERE,2,F,9.2,U,,N,N,N,79
36900,8,25,1997,,23,ERE,2,F,7.4,U,,N,N,N,77
36901,8,25,1997,,23,ERE,2,F,8.8,U,,N,N,N,82
36902,8,25,1997,,23,ERE,2,M,11.2,U,,N,N,N,88
36903,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,80
36904,8,25,1997,,23,ERE,2,M,10.4,U,,N,N,N,82
36905,8,25,1997,,23,ERE,2,M,8.2,U,,N,N,N,80
36906,8,25,1997,,23,ERE,2,F,8.4,U,,N,N,N,77
36907,8,25,1997,,23,ERE,2,F,4.6,U,,N,N,N,65
36908,8,25,1997,,23,ERE,2,F,7.6,U,,N,N,N,76
36909,8,25,1997,,23,ERE,2,M,7.4,U,,N,N,N,78
36910,8,25,1997,,23,ERE,2,M,8.8,U,,N,N,N,79
36911,8,25,1997,,23,ERE,2,F,9.2,U,,N,N,N,80
36912,8,25,1997,,23,ERE,2,F,8.4,U,,N,N,N,78
36913,8,25,1997,,23,ERE,2,M,8.4,U,,N,N,N,82
36914,8,25,1997,,23,ERE,2,M,10,U,,N,N,N,80
36915,8,25,1997,,23,ERE,2,M,11.6,U,,N,N,N,84
36916,8,25,1997,,23,ERE,2,F,11.2,U,,N,N,N,81
36917,8,25,1997,,23,ERE,2,M,9.2,U,,N,N,N,77
36918,8,25,1997,,23,ERE,2,M,9.2,U,,N,N,N,80
36919,8,25,1997,,23,ERE,2,F,6.2,U,,N,N,N,70
36920,8,25,1997,,23,ERE,2,F,7.4,U,,N,N,N,77
36921,8,25,1997,,23,ERE,2,F,8.8,U,,N,N,N,81
36922,8,25,1997,,23,ERE,2,F,12.4,U,,N,N,N,84
36923,8,25,1997,,23,ERE,2,F,9.8,U,,N,N,N,83
36924,8,25,1997,,23,ERE,2,M,11.2,U,,N,N,N,82
36925,8,25,1997,,23,ERE,2,M,9.4,U,,N,N,N,83
36926,8,25,1997,,23,ERE,2,M,8.4,U,,N,N,N,80
36927,8,25,1997,,23,ERE,2,M,11.2,U,,N,N,N,83
36928,8,25,1997,,23,ERE,2,F,8.8,U,,N,N,N,79
36929,8,25,1997,,23,ERE,2,M,8.2,U,,N,N,N,79
36930,8,25,1997,,23,ERE,2,M,10.2,U,,N,N,N,80
36931,8,25,1997,,23,ERE,2,M,11.6,U,,N,N,N,85
36932,8,25,1997,,23,ERE,2,M,9,U,,N,N,N,78
36933,8,25,1997,,23,ERE,2,M,11.2,U,,N,N,N,86
36934,8,25,1997,,23,ERE,2,F,10.6,U,,N,N,N,84
36935,8,25,1997,,23,ERE,2,F,9.4,U,,N,N,N,80
36936,8,26,1997,,25,STA,2,F,8.2,U,,N,N,N,78
36937,8,26,1997,,25,STA,2,M,10,U,,N,N,N,82
36938,8,26,1997,,25,STA,2,M,8.8,U,,N,N,N,79
36939,8,26,1997,,25,STA,2,M,12.4,U,,N,N,N,86
36940,8,26,1997,,25,STA,2,M,11.2,U,,N,N,N,82
36941,8,26,1997,,25,STA,2,M,6.2,U,,N,N,N,76
36942,8,26,1997,,25,STA,2,F,7.2,U,,N,N,N,75
36943,8,26,1997,,25,STA,2,F,7.8,U,,N,N,N,78
36944,8,26,1997,,25,STA,2,M,10,U,,N,N,N,83
36945,8,26,1997,,25,STA,2,M,9.8,U,,N,N,N,84
36946,8,26,1997,,25,STA,2,F,6.2,U,,N,N,N,78
36947,8,26,1997,,25,STA,2,M,12,U,,N,N,N,84
36948,8,26,1997,,25,STA,2,M,8.4,U,,N,N,N,80
36949,8,26,1997,,25,STA,2,F,7.4,U,,N,N,N,76
36950,8,26,1997,,25,STA,2,M,10.4,U,,N,N,N,87
36951,8,26,1997,,25,STA,2,M,11.2,U,,N,N,N,80
36952,8,26,1997,,25,STA,2,M,9.4,U,,N,N,N,77
36953,8,26,1997,,25,STA,2,F,9.2,U,,N,N,N,81
36954,8,26,1997,,25,STA,2,F,9.2,U,,N,N,N,81
36955,8,26,1997,,25,STA,2,F,9,U,,N,N,N,81
36956,8,26,1997,,25,STA,2,F,11,U,,N,N,N,85
36957,8,26,1997,,25,STA,2,F,8.4,U,,N,N,N,77
36958,8,26,1997,,25,STA,2,F,10,U,,N,N,N,79
36959,8,26,1997,,25,STA,2,F,12,U,,N,N,N,84
36960,8,26,1997,,25,STA,2,M,11.4,U,,N,N,N,85
36961,8,26,1997,,25,STA,2,F,8.2,U,,N,N,N,78
36962,8,26,1997,,25,STA,2,M,7.4,U,,N,N,N,87
36963,8,26,1997,,25,STA,2,F,7.4,U,,N,N,N,74
36964,8,26,1997,,25,STA,2,F,7.4,U,,N,N,N,78
36965,8,26,1997,,25,STA,2,F,9.4,U,,N,N,N,79
36966,8,26,1997,,25,STA,2,M,9.6,U,,N,N,N,78
36967,8,26,1997,,25,STA,2,M,12.8,U,,N,N,N,88
36968,8,26,1997,,25,STA,2,M,10.2,U,,N,N,N,84
36969,8,26,1997,,25,STA,2,F,9.4,U,,N,N,N,79
36970,8,26,1997,,25,STA,2,M,9.8,U,,N,N,N,83
36971,8,26,1997,,25,STA,2,F,7.4,U,,N,N,N,79
36972,8,26,1997,,25,STA,2,M,9.8,U,,N,N,N,81
36973,8,26,1997,,25,STA,2,F,8.4,U,,N,N,N,80
36974,8,26,1997,,25,STA,2,F,7.4,U,,N,N,N,77
36975,8,26,1997,,25,STA,2,F,7.8,U,,N,N,N,76
36976,8,26,1997,,25,STA,2,F,9.4,U,,N,N,N,82
36977,8,26,1997,,25,STA,2,M,8.8,U,,N,N,N,81
36978,8,26,1997,,25,STA,2,M,7,U,,N,N,N,73
36979,8,26,1997,,25,STA,2,F,7.8,U,,N,N,N,81
36980,8,26,1997,,25,STA,2,M,9.8,U,,N,N,N,83
36981,8,26,1997,,25,STA,2,M,10.2,U,,N,N,N,82
36982,8,26,1997,,25,STA,2,F,10.2,U,,N,N,N,81
36983,8,26,1997,,25,STA,2,F,10.6,U,,N,N,N,82
36984,8,26,1997,,25,STA,2,F,9.2,U,,N,N,N,80
36985,8,26,1997,,25,STA,2,M,10,U,,N,N,N,84
36986,8,26,1997,,25,STA,2,F,8,U,,N,N,N,80
36987,8,26,1997,,25,STA,2,M,8.8,U,,N,N,N,83
36988,8,26,1997,,25,STA,2,M,7.8,U,,N,N,N,77
36989,8,26,1997,,25,STA,2,M,9.6,U,,N,N,N,81
36990,8,26,1997,,25,STA,2,M,7,U,,N,N,N,74
36991,8,26,1997,,25,STA,2,F,9.6,U,,N,N,N,80
36992,8,26,1997,,25,STA,2,M,9.4,U,,N,N,N,81
36993,8,26,1997,,25,STA,2,M,10.8,U,,N,N,N,84
36994,8,26,1997,,25,STA,2,F,9,U,,N,N,N,79
36995,8,26,1997,,25,STA,2,M,9.4,U,,N,N,N,82
36996,8,26,1997,,25,STA,2,M,7.2,U,,N,N,N,79
36997,8,26,1997,,25,STA,2,M,9,U,,N,N,N,82
36998,8,26,1997,,25,STA,2,F,9.4,U,,N,N,N,83
36999,8,26,1997,,25,STA,2,M,9.4,U,,N,N,N,82
37000,8,26,1997,,25,STA,2,F,7.6,U,,N,N,N,77
37001,8,26,1997,,25,STA,2,F,7.6,U,,N,N,N,76
37002,8,26,1997,,25,STA,2,F,8.8,U,,N,N,N,82
37003,8,26,1997,,25,STA,2,M,11.8,U,,N,N,N,81
37004,8,26,1997,,25,STA,2,M,10.2,U,,N,N,N,79
37005,8,26,1997,,25,STA,2,F,6.4,U,,N,N,N,73
37006,8,26,1997,,25,STA,2,M,10.6,U,,N,N,N,84
37007,8,26,1997,,25,STA,2,F,9,U,,N,N,N,80
37008,8,26,1997,,25,STA,2,M,10.8,U,,N,N,N,83
37009,8,26,1997,,25,STA,2,F,11.2,U,,N,N,N,81
37010,8,26,1997,,25,STA,2,M,9.6,U,,N,N,N,79
37011,8,26,1997,,25,STA,2,M,9.2,U,,N,N,N,79
37012,8,26,1997,,25,STA,2,F,8.2,U,,N,N,N,76
37013,8,26,1997,,25,STA,2,M,11.8,U,,N,N,N,87
37014,8,26,1997,,25,STA,2,F,8.2,U,,N,N,N,80
37015,8,26,1997,,25,STA,2,F,6.8,U,,N,N,N,74
37016,8,26,1997,,25,STA,2,F,9,U,,N,N,N,84
37017,8,26,1997,,25,STA,2,F,7,U,,N,N,N,76
37018,8,26,1997,,25,STA,2,M,12.2,U,,N,N,N,85
37019,8,26,1997,,25,STA,2,M,10,U,,N,N,N,81
37020,8,26,1997,,25,STA,2,M,10.6,U,,N,N,N,82
37021,8,26,1997,,25,STA,2,F,9.8,U,,N,N,N,85
37022,8,26,1997,,25,STA,2,F,9.4,U,,N,N,N,76
37023,8,26,1997,,25,STA,2,M,10.2,U,,N,N,N,83
37024,8,26,1997,,25,STA,2,M,9.4,U,,N,N,N,82
37025,8,26,1997,,25,STA,2,M,11,U,,N,N,N,88
37026,8,26,1997,,25,STA,2,M,11.8,U,,N,N,N,83
37027,8,26,1997,,25,STA,2,M,8.2,U,,N,N,N,76
37028,8,26,1997,,25,STA,2,F,9.2,U,,N,N,N,81
37029,8,26,1997,,25,STA,2,F,7.2,U,,N,N,N,79
37030,8,26,1997,,25,STA,2,M,10.4,U,,N,N,N,84
37031,8,26,1997,,25,STA,2,F,10.2,U,,N,N,N,85
37032,8,26,1997,,25,STA,2,M,9.8,U,,N,N,N,82
37033,8,26,1997,,25,STA,2,F,11.8,U,,N,N,N,86
37034,8,26,1997,,25,STA,2,F,10.2,U,,N,N,N,82
37035,8,26,1997,,25,STA,2,M,9.8,U,,N,N,N,83
37036,8,26,1997,,25,STA,2,M,9.2,U,,N,N,N,82
37037,8,26,1997,,25,STA,2,F,8.8,U,,N,N,N,79
37038,8,26,1997,,25,STA,2,M,8.8,U,,N,N,N,84
37039,8,26,1997,,22,NOR,2,F,10.2,U,,N,N,N,82
37040,8,26,1997,,22,NOR,2,F,8.4,U,,N,N,N,81
37041,8,26,1997,,22,NOR,2,F,6.6,U,,N,N,N,78
37042,8,26,1997,,22,NOR,2,M,11.2,U,,N,N,N,82
37043,8,26,1997,,22,NOR,2,F,9,U,,N,N,N,79
37044,8,26,1997,,22,NOR,2,M,11.4,U,,N,N,N,85
37045,8,26,1997,,22,NOR,2,F,11.4,U,,N,N,N,86
37046,8,26,1997,,22,NOR,2,F,9,U,,N,N,N,81
37047,8,26,1997,,22,NOR,2,M,9.2,U,,N,N,N,79
37048,8,26,1997,,22,NOR,2,F,7.4,U,,N,N,N,75
37049,8,26,1997,,22,NOR,2,F,9.2,U,,N,N,N,85
37050,8,26,1997,,22,NOR,2,F,6,U,,N,N,N,71
37051,8,26,1997,,22,NOR,2,F,8.4,U,,N,N,N,79
37052,8,26,1997,,22,NOR,2,F,8.2,U,,N,N,N,80
37053,8,26,1997,,22,NOR,2,M,11.6,U,,N,N,N,84
37054,8,26,1997,,22,NOR,2,F,7.8,U,,N,N,N,71
37055,8,26,1997,,22,NOR,2,M,12.8,U,,N,N,N,86
37056,8,26,1997,,22,NOR,2,F,9,U,,N,N,N,80
37057,8,26,1997,,22,NOR,2,F,9.2,U,,N,N,N,83
37058,8,26,1997,,22,NOR,2,F,9.2,U,,N,N,N,82
37059,8,26,1997,,22,NOR,2,F,7.8,U,,N,N,N,74
