id,mo,day,yr,time,rookery,rkname,island,sex,wgt,tagmark,tagno,sheared,tagged,handled,plen
15772,8,30,1968,0,6,MOR,1,M,9.5,U,,N,N,N,
15773,8,30,1968,0,6,MOR,1,M,10,U,,N,N,N,
15774,8,30,1968,0,6,MOR,1,M,8.5,U,,N,N,N,
15775,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15776,8,30,1968,0,6,MOR,1,M,7.5,U,,N,N,N,
15777,8,30,1968,0,6,MOR,1,M,9,U,,N,N,N,
15778,8,30,1968,0,6,MOR,1,M,5,U,,N,N,N,
15779,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15780,8,30,1968,0,6,MOR,1,M,9,U,,N,N,N,
15781,8,30,1968,0,6,MOR,1,M,6.5,U,,N,N,N,
15782,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15783,8,30,1968,0,6,MOR,1,M,9.5,U,,N,N,N,
15784,8,30,1968,0,6,MOR,1,M,10,U,,N,N,N,
15785,8,30,1968,0,6,MOR,1,M,11,U,,N,N,N,
15786,8,30,1968,0,6,MOR,1,M,8,U,,N,N,N,
15787,8,30,1968,0,6,MOR,1,M,12.5,U,,N,N,N,
15788,8,30,1968,0,6,MOR,1,M,8,U,,N,N,N,
15789,8,30,1968,0,6,MOR,1,M,10,U,,N,N,N,
15790,8,30,1968,0,6,MOR,1,M,9.5,U,,N,N,N,
15791,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15792,8,30,1968,0,6,MOR,1,M,11.5,U,,N,N,N,
15793,8,30,1968,0,6,MOR,1,M,9.5,U,,N,N,N,
15794,8,30,1968,0,6,MOR,1,M,8,U,,N,N,N,
15795,8,30,1968,0,6,MOR,1,M,10,U,,N,N,N,
15796,8,30,1968,0,6,MOR,1,M,10,U,,N,N,N,
15797,8,30,1968,0,6,MOR,1,M,8.5,U,,N,N,N,
15798,8,30,1968,0,6,MOR,1,M,13,U,,N,N,N,
15799,8,30,1968,0,6,MOR,1,M,11,U,,N,N,N,
15800,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15801,8,30,1968,0,6,MOR,1,M,11.5,U,,N,N,N,
15802,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15803,8,30,1968,0,6,MOR,1,M,11,U,,N,N,N,
15804,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15805,8,30,1968,0,6,MOR,1,M,7.5,U,,N,N,N,
15806,8,30,1968,0,6,MOR,1,M,10,U,,N,N,N,
15807,8,30,1968,0,6,MOR,1,M,9,U,,N,N,N,
15808,8,30,1968,0,6,MOR,1,M,9.5,U,,N,N,N,
15809,8,30,1968,0,6,MOR,1,M,9.5,U,,N,N,N,
15810,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15811,8,30,1968,0,6,MOR,1,M,14.5,U,,N,N,N,
15812,8,30,1968,0,6,MOR,1,M,8.5,U,,N,N,N,
15813,8,30,1968,0,6,MOR,1,M,10.5,U,,N,N,N,
15814,8,30,1968,0,6,MOR,1,F,10.5,U,,N,N,N,
15815,8,30,1968,0,6,MOR,1,F,6.5,U,,N,N,N,
15816,8,30,1968,0,6,MOR,1,F,5.5,U,,N,N,N,
15817,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15818,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15819,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15820,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15821,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15822,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15823,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15824,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15825,8,30,1968,0,6,MOR,1,F,5.5,U,,N,N,N,
15826,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15827,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15828,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15829,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15830,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15831,8,30,1968,0,6,MOR,1,F,10.5,U,,N,N,N,
15832,8,30,1968,0,6,MOR,1,F,10.5,U,,N,N,N,
15833,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15834,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15835,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15836,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15837,8,30,1968,0,6,MOR,1,F,11,U,,N,N,N,
15838,8,30,1968,0,6,MOR,1,F,6.5,U,,N,N,N,
15839,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15840,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15841,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15842,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15843,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15844,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15845,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15846,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15847,8,30,1968,0,6,MOR,1,F,10.5,U,,N,N,N,
15848,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15849,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15850,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15851,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15852,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15853,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15854,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15855,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15856,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15857,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15858,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15859,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15860,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15861,8,30,1968,0,6,MOR,1,F,5.5,U,,N,N,N,
15862,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15863,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15864,8,30,1968,0,6,MOR,1,F,12,U,,N,N,N,
15865,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15866,8,30,1968,0,6,MOR,1,F,5.5,U,,N,N,N,
15867,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15868,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15869,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15870,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15871,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15872,8,30,1968,0,6,MOR,1,F,5,U,,N,N,N,
15873,8,30,1968,0,6,MOR,1,F,10,U,,N,N,N,
15874,8,30,1968,0,6,MOR,1,F,5.5,U,,N,N,N,
15875,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15876,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15877,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15878,8,30,1968,0,6,MOR,1,F,5.5,U,,N,N,N,
15879,8,30,1968,0,6,MOR,1,F,10.5,U,,N,N,N,
15880,8,30,1968,0,6,MOR,1,F,6.5,U,,N,N,N,
15881,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15882,8,30,1968,0,6,MOR,1,F,11,U,,N,N,N,
15883,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15884,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15885,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15886,8,30,1968,0,6,MOR,1,F,11,U,,N,N,N,
15887,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15888,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15889,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15890,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15891,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15892,8,30,1968,0,6,MOR,1,F,7,U,,N,N,N,
15893,8,30,1968,0,6,MOR,1,F,6.5,U,,N,N,N,
15894,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15895,8,30,1968,0,6,MOR,1,F,9.5,U,,N,N,N,
15896,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15897,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15898,8,30,1968,0,6,MOR,1,F,4.5,U,,N,N,N,
15899,8,30,1968,0,6,MOR,1,F,9,U,,N,N,N,
15900,8,30,1968,0,6,MOR,1,F,6.5,U,,N,N,N,
15901,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15902,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15903,8,30,1968,0,6,MOR,1,F,6,U,,N,N,N,
15904,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15905,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15906,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15907,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15908,8,30,1968,0,6,MOR,1,F,5,U,,N,N,N,
15909,8,30,1968,0,6,MOR,1,F,8,U,,N,N,N,
15910,8,30,1968,0,6,MOR,1,F,4,U,,N,N,N,
15911,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15912,8,30,1968,0,6,MOR,1,F,7.5,U,,N,N,N,
15913,8,30,1968,0,6,MOR,1,F,8.5,U,,N,N,N,
15914,8,30,1968,0,8,POL,1,M,6,U,,N,N,N,
15915,8,30,1968,0,8,POL,1,M,11,U,,N,N,N,
15916,8,30,1968,0,8,POL,1,M,11,U,,N,N,N,
15917,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15918,8,30,1968,0,8,POL,1,M,6.5,U,,N,N,N,
15919,8,30,1968,0,8,POL,1,M,7,U,,N,N,N,
15920,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15921,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
15922,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15923,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
15924,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15925,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15926,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15927,8,30,1968,0,8,POL,1,M,8,U,,N,N,N,
15928,8,30,1968,0,8,POL,1,M,7,U,,N,N,N,
15929,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15930,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15931,8,30,1968,0,8,POL,1,M,7,U,,N,N,N,
15932,8,30,1968,0,8,POL,1,M,12.5,U,,N,N,N,
15933,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15934,8,30,1968,0,8,POL,1,M,13,U,,N,N,N,
15935,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15936,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15937,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15938,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15939,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15940,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
15941,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15942,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15943,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15944,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15945,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15946,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15947,8,30,1968,0,8,POL,1,M,13.5,U,,N,N,N,
15948,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15949,8,30,1968,0,8,POL,1,M,11,U,,N,N,N,
15950,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15951,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15952,8,30,1968,0,8,POL,1,M,6.5,U,,N,N,N,
15953,8,30,1968,0,8,POL,1,M,8,U,,N,N,N,
15954,8,30,1968,0,8,POL,1,M,7,U,,N,N,N,
15955,8,30,1968,0,8,POL,1,M,11,U,,N,N,N,
15956,8,30,1968,0,8,POL,1,M,8,U,,N,N,N,
15957,8,30,1968,0,8,POL,1,M,5.5,U,,N,N,N,
15958,8,30,1968,0,8,POL,1,M,11,U,,N,N,N,
15959,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15960,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15961,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15962,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15963,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
15964,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15965,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15966,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15967,8,30,1968,0,8,POL,1,M,11,U,,N,N,N,
15968,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15969,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15970,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15971,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
15972,8,30,1968,0,8,POL,1,M,13.5,U,,N,N,N,
15973,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15974,8,30,1968,0,8,POL,1,M,7,U,,N,N,N,
15975,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
15976,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
15977,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
15978,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15979,8,30,1968,0,8,POL,1,M,13.5,U,,N,N,N,
15980,8,30,1968,0,8,POL,1,M,14.5,U,,N,N,N,
15981,8,30,1968,0,8,POL,1,M,12,U,,N,N,N,
15982,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15983,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15984,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15985,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15986,8,30,1968,0,8,POL,1,M,12,U,,N,N,N,
15987,8,30,1968,0,8,POL,1,M,8,U,,N,N,N,
15988,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15989,8,30,1968,0,8,POL,1,M,6.5,U,,N,N,N,
15990,8,30,1968,0,8,POL,1,M,13.5,U,,N,N,N,
15991,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15992,8,30,1968,0,8,POL,1,M,11.5,U,,N,N,N,
15993,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15994,8,30,1968,0,8,POL,1,M,8,U,,N,N,N,
15995,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
15996,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
15997,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15998,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
15999,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
16000,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
16001,8,30,1968,0,8,POL,1,M,6.5,U,,N,N,N,
16002,8,30,1968,0,8,POL,1,M,7.5,U,,N,N,N,
16003,8,30,1968,0,8,POL,1,M,12.5,U,,N,N,N,
16004,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
16005,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
16006,8,30,1968,0,8,POL,1,M,7,U,,N,N,N,
16007,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
16008,8,30,1968,0,8,POL,1,M,9.5,U,,N,N,N,
16009,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
16010,8,30,1968,0,8,POL,1,M,9,U,,N,N,N,
16011,8,30,1968,0,8,POL,1,M,10.5,U,,N,N,N,
16012,8,30,1968,0,8,POL,1,M,8.5,U,,N,N,N,
16013,8,30,1968,0,8,POL,1,M,10,U,,N,N,N,
16014,8,30,1968,0,8,POL,1,F,7,U,,N,N,N,
16015,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16016,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16017,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16018,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16019,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16020,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16021,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16022,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16023,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16024,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16025,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16026,8,30,1968,0,8,POL,1,F,7,U,,N,N,N,
16027,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16028,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16029,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16030,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16031,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16032,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16033,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16034,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16035,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16036,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16037,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16038,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16039,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16040,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16041,8,30,1968,0,8,POL,1,F,10.5,U,,N,N,N,
16042,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16043,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16044,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16045,8,30,1968,0,8,POL,1,F,10,U,,N,N,N,
16046,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16047,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16048,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16049,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16050,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16051,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16052,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16053,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16054,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16055,8,30,1968,0,8,POL,1,F,11.5,U,,N,N,N,
16056,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16057,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16058,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16059,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16060,8,30,1968,0,8,POL,1,F,11.5,U,,N,N,N,
16061,8,30,1968,0,8,POL,1,F,10,U,,N,N,N,
16062,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16063,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16064,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16065,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16066,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16067,8,30,1968,0,8,POL,1,F,11.5,U,,N,N,N,
16068,8,30,1968,0,8,POL,1,F,11.5,U,,N,N,N,
16069,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16070,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16071,8,30,1968,0,8,POL,1,F,10.5,U,,N,N,N,
16072,8,30,1968,0,8,POL,1,F,10.5,U,,N,N,N,
16073,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16074,8,30,1968,0,8,POL,1,F,5.5,U,,N,N,N,
16075,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16076,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16077,8,30,1968,0,8,POL,1,F,7,U,,N,N,N,
16078,8,30,1968,0,8,POL,1,F,7,U,,N,N,N,
16079,8,30,1968,0,8,POL,1,F,10.5,U,,N,N,N,
16080,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16081,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16082,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16083,8,30,1968,0,8,POL,1,F,10,U,,N,N,N,
16084,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16085,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16086,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16087,8,30,1968,0,8,POL,1,F,9.5,U,,N,N,N,
16088,8,30,1968,0,8,POL,1,F,10,U,,N,N,N,
16089,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16090,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16091,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16092,8,30,1968,0,8,POL,1,F,10.5,U,,N,N,N,
16093,8,30,1968,0,8,POL,1,F,7,U,,N,N,N,
16094,8,30,1968,0,8,POL,1,F,8.5,U,,N,N,N,
16095,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16096,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16097,8,30,1968,0,8,POL,1,F,5.5,U,,N,N,N,
16098,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16099,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16100,8,30,1968,0,8,POL,1,F,12,U,,N,N,N,
16101,8,30,1968,0,8,POL,1,F,7,U,,N,N,N,
16102,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16103,8,30,1968,0,8,POL,1,F,8,U,,N,N,N,
16104,8,30,1968,0,8,POL,1,F,9,U,,N,N,N,
16105,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16106,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16107,8,30,1968,0,8,POL,1,F,5.5,U,,N,N,N,
16108,8,30,1968,0,8,POL,1,F,7.5,U,,N,N,N,
16109,8,30,1968,0,8,POL,1,F,6.5,U,,N,N,N,
16110,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16111,8,30,1968,0,8,POL,1,F,5.5,U,,N,N,N,
16112,8,30,1968,0,8,POL,1,F,6,U,,N,N,N,
16113,8,30,1968,0,8,POL,1,F,10,U,,N,N,N,
16114,8,30,1968,0,12,ZAR,1,M,11.5,U,,N,N,N,
16115,8,30,1968,0,12,ZAR,1,M,10.5,U,,N,N,N,
16116,8,30,1968,0,12,ZAR,1,M,13,U,,N,N,N,
16117,8,30,1968,0,12,ZAR,1,M,13,U,,N,N,N,
16118,8,30,1968,0,12,ZAR,1,M,11.5,U,,N,N,N,
16119,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16120,8,30,1968,0,12,ZAR,1,M,6.5,U,,N,N,N,
16121,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16122,8,30,1968,0,12,ZAR,1,M,12,U,,N,N,N,
16123,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16124,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16125,8,30,1968,0,12,ZAR,1,M,12.5,U,,N,N,N,
16126,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16127,8,30,1968,0,12,ZAR,1,M,10,U,,N,N,N,
16128,8,30,1968,0,12,ZAR,1,M,6.5,U,,N,N,N,
16129,8,30,1968,0,12,ZAR,1,M,11,U,,N,N,N,
16130,8,30,1968,0,12,ZAR,1,M,8,U,,N,N,N,
16131,8,30,1968,0,12,ZAR,1,M,8.5,U,,N,N,N,
16132,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16133,8,30,1968,0,12,ZAR,1,M,11.5,U,,N,N,N,
16134,8,30,1968,0,12,ZAR,1,M,11,U,,N,N,N,
16135,8,30,1968,0,12,ZAR,1,M,10,U,,N,N,N,
16136,8,30,1968,0,12,ZAR,1,M,7,U,,N,N,N,
16137,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16138,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16139,8,30,1968,0,12,ZAR,1,M,8,U,,N,N,N,
16140,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16141,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16142,8,30,1968,0,12,ZAR,1,M,8.5,U,,N,N,N,
16143,8,30,1968,0,12,ZAR,1,M,8,U,,N,N,N,
16144,8,30,1968,0,12,ZAR,1,M,11,U,,N,N,N,
16145,8,30,1968,0,12,ZAR,1,M,11.5,U,,N,N,N,
16146,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16147,8,30,1968,0,12,ZAR,1,M,7.5,U,,N,N,N,
16148,8,30,1968,0,12,ZAR,1,M,10,U,,N,N,N,
16149,8,30,1968,0,12,ZAR,1,M,8.5,U,,N,N,N,
16150,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16151,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16152,8,30,1968,0,12,ZAR,1,M,10,U,,N,N,N,
16153,8,30,1968,0,12,ZAR,1,M,11,U,,N,N,N,
16154,8,30,1968,0,12,ZAR,1,M,7,U,,N,N,N,
16155,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16156,8,30,1968,0,12,ZAR,1,M,11.5,U,,N,N,N,
16157,8,30,1968,0,12,ZAR,1,M,12,U,,N,N,N,
16158,8,30,1968,0,12,ZAR,1,M,11.5,U,,N,N,N,
16159,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16160,8,30,1968,0,12,ZAR,1,M,10,U,,N,N,N,
16161,8,30,1968,0,12,ZAR,1,M,8,U,,N,N,N,
16162,8,30,1968,0,12,ZAR,1,M,11,U,,N,N,N,
16163,8,30,1968,0,12,ZAR,1,M,6,U,,N,N,N,
16164,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16165,8,30,1968,0,12,ZAR,1,M,8,U,,N,N,N,
16166,8,30,1968,0,12,ZAR,1,M,9,U,,N,N,N,
16167,8,30,1968,0,12,ZAR,1,M,8,U,,N,N,N,
16168,8,30,1968,0,12,ZAR,1,M,12.5,U,,N,N,N,
16169,8,30,1968,0,12,ZAR,1,M,7,U,,N,N,N,
16170,8,30,1968,0,12,ZAR,1,M,12,U,,N,N,N,
16171,8,30,1968,0,12,ZAR,1,M,9.5,U,,N,N,N,
16172,8,30,1968,0,12,ZAR,1,M,12.5,U,,N,N,N,
16173,8,30,1968,0,12,ZAR,1,M,12,U,,N,N,N,
